oreum_id,official_record_no,name,city,address,altitude_m,area_m2,shape,attachment_status,location_status,location_grade,lat,lon,permit_context_count,farmmap_state_grade,farmmap_class,farmmap_pnu,model_status,model_screen_class,rgb_review_label,rgb_persistent_change,official_causal_grade,selective_decision
JJ-OREUM-001,1,가마오름,제주시,제주특별자치도 제주시 한경면 청수리 1202,140.5,154486.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.3055566,126.2469945,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-002,2,가메오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산124,372.2,28371.0,복합형,corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-003,3,가메옥,제주시,제주특별자치도 제주시 구좌읍 송당리 1712,368.0,22764.0,복합형,corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-004,4,가메창,제주시,제주특별자치도 제주시 한경면 저지리 1496,145.8,17037.0,원형,corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-005,5,가문이오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,496.2,116176.0,말굽형(남서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4016666,126.6881031,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-006,6,가새기오름,제주시,제주특별자치도 제주시 오라삼동 2845,115.0,17198.0,원추형,conflict,unresolved,U,,,4,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-007,7,가세오름,서귀포시,제주특별자치도 서귀포시 표선면 토산리 산2,200.5,373099.0,말굽형(서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3301417,126.7813194,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-008,8,가시오름,서귀포시,제주특별자치도 서귀포시 대정읍 동일리 1209,106.5,263863.0,말굽형(남서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.2470481,126.2431521,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-009,9,각시바위,서귀포시,제주특별자치도 서귀포시 호근동 2112,395.0,585988.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.27678,126.52611,0,U,,,screen_complete_existing_v6,high_stable,cloud_haze_shadow,no,U,abstain
JJ-OREUM-010,10,감낭오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산41,439.8,117413.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3249271,126.3501773,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-011,11,감은이오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산 297,317.2,144548.0,원형,corroborated,resolved_offline_osm_peak,C,33.423607,126.7411155,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-012,12,갑선이오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산 2,188.2,252799.0,말굽형(서남향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3608555,126.7816683,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-013,13,개오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 2974,344.7,338028.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.4226308,126.7719182,0,U,,,screen_complete_existing_v6,moderate_stable,pending,pending,U,abstain
JJ-OREUM-014,14,개오리오름,제주시,제주특별자치도 제주시 봉개동 산78-1,743.0,640913.0,복합형,corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-015,15,갯거리오름,서귀포시,제주특별자치도 서귀포시 대포동 산1-8,708.4,64003.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-016,16,갯거리오름,제주시,제주특별자치도 제주시 한림읍 명월리 15,253.5,123623.0,말굽형(서향),corroborated,resolved_offline_osm_peak,C,33.3757714,126.2927168,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-017,17,거린(족은)오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,493.2,315285.0,말굽형(남동향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-018,18,거린(큰)오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,532.7,369143.0,말굽형(북서향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-019,19,거린사슴,서귀포시,제주특별자치도 서귀포시 대포동 산 2-1,742.9,286247.0,말굽형(서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3096056,126.4542361,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-020,20,거린오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산94,298.2,247021.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3031239,126.3319606,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-021,21,거문오름,제주시,제주특별자치도 제주시 조천읍 선흘리 산102-1,456.6,809860.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4547869,126.7182215,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-022,22,거미오름,제주시,제주특별자치도 제주시 구좌읍 종달리 산70,340.0,466283.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4488981,126.8035498,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-023,23,거슨세미,제주시,제주특별자치도 제주시 구좌읍 송당리 산145,380.0,661438.0,말굽형(서향),corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-024,24,거친오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산84-2,354.6,197468.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4596557,126.7405561,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-025,25,거친오름,제주시,제주특별자치도 제주시 봉개동 산66,618.5,493952.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4447383,126.6201097,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-026,26,걸리오름,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 1575,123.8,11449.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3764452,126.8154541,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-027,27,걸서악(동걸세),서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산124,158.0,58199.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2823139,126.6197944,0,C,과수,5013025328201270001,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-028,28,걸서악(서걸세),서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산138,150.0,69970.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-029,29,걸시오름,제주시,제주특별자치도 제주시 연동 산150,732.4,277449.0,말굽형(북향),corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-030,30,검은덕이,제주시,제주특별자치도 제주시 애월읍 소길리 산118,401.5,57156.0,원추형,corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-031,31,검은들먹오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,712.4,120797.0,말굽형(북향),conflict,resolved_offline_osm_peak,C,33.3625652,126.4063162,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-032,32,검은오름,제주시,제주특별자치도 제주시 연동 산110,438.8,702094.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4427975,126.4977501,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-033,33,고근산,서귀포시,제주특별자치도 서귀포시 서호동 1286-1,396.2,1204428.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2668804,126.5137393,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-034,34,고내봉,제주시,제주특별자치도 제주시 애월읍 고내리 산3-1,175.3,739484.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4593322,126.3414694,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-035,35,고냉이슬,제주시,제주특별자치도 제주시 봉개동 165,304.5,1136315.0,원형,corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-036,36,고이악,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산16,302.0,90743.0,말굽형(북서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3190332,126.6605969,0,U,,,screen_complete_existing_v6,low_or_unstable,cloud_haze_shadow,no,U,abstain
JJ-OREUM-037,37,골머리,제주시,제주특별자치도 제주시 노형동 산20,848.4,54036.0,원추형,corroborated,ambiguous,U,,,11,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-038,38,골체오름,제주시,제주특별자치도 제주시 조천읍 선흘리 1912,395.3,25726.0,말굽형(남서향),corroborated,unresolved,U,,,4,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-039,39,과오름,제주시,제주특별자치도 제주시 애월읍 곽지리 산4,155.0,267254.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.446247,126.3231774,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-040,40,광이오름,제주시,제주특별자치도 제주시 연동 산62,266.8,236701.0,말굽형(남동향),corroborated,resolved_offline_osm_peak,C,33.4680422,126.4954659,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-041,41,괭이모루,제주시,제주특별자치도 제주시 구좌읍 송당리 산198,253.2,89301.0,말굽형(동북향),corroborated,resolved_offline_osm_peak,C,33.4618609,126.780749,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-042,42,괴수치,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산79,558.7,99640.0,원형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-043,43,괴오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산41,653.3,379587.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.3585579,126.3794774,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-044,44,구그네오름,제주시,제주특별자치도 제주시 조천읍 와흘리 957,237.4,38935.0,원추형,corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-045,45,구두리오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,517.0,451437.0,말굽형(동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4099502,126.6878956,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-046,46,구산봉,서귀포시,제주특별자치도 서귀포시 하원동 1180-2,174.2,186940.0,말굽형(동남향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-047,47,군산,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 564,334.5,2836857.0,원추형(라바돔),not_in_attachment_scope,resolved_offline_osm_peak,C,33.253086,126.3702135,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-048,48,굽은오름,제주시,제주특별자치도 제주시 한경면 조수리 3855,96.0,296443.0,복합형,conflict,resolved_offline_osm_peak,C,33.2991306,126.212275,5,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-049,49,궁대악,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 4711,238.8,209701.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.4355941,126.8231061,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-050,50,궁산,서귀포시,제주특별자치도 서귀포시 강정동 3712,187.0,73912.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.2638635,126.4806147,0,C,비경지,5013011600137470000,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-051,51,권제오름,제주시,제주특별자치도 제주시 아라일동 350,297.7,43039.0,원추형,corroborated,ambiguous,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-052,52,궤펜이,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,792.1,529149.0,원형,corroborated,resolved_offline_osm_peak,C,33.3941071,126.6338977,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-053,53,궷물오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산136-6,597.2,138366.0,말굽형(북동향),conflict,resolved_offline_osm_peak,C,33.396976,126.405954,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-054,54,극락오름,제주시,제주특별자치도 제주시 애월읍 고성리 산3,313.5,131583.0,말굽형(북서향),corroborated,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-055,55,금산,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 3152-2,63.5,67769.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2351332,126.2853977,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-056,56,금오름,제주시,제주특별자치도 제주시 한림읍 금악리 산1-1,427.5,613966.0,원형(화구호),corroborated,resolved_offline_osm_peak,C,33.3546336,126.3058247,13,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-057,57,까그래기,제주시,제주특별자치도 제주시 조천읍 교래리 128,429.0,132944.0,원형,corroborated,unresolved,U,,,6,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-058,58,꾀꼬리오름,제주시,제주특별자치도 제주시 조천읍 대흘리 산33,428.3,110674.0,말굽형(북서향),corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-059,59,나시리오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2683,164.0,51624.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4145833,126.833968,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-060,60,남산봉,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 1657-1,178.8,185332.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3833961,126.8124489,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-061,61,남송이오름,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 산33,339.0,366531.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3121964,126.3065836,0,U,,,screen_complete_existing_v6,moderate_stable,pending,pending,U,abstain
JJ-OREUM-062,62,남짓은오름,제주시,제주특별자치도 제주시 연동 산25,296.7,637805.0,말굽형(북서향),corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-063,63,낭끼오름,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 3954,185.1,82601.0,원형,not_in_attachment_scope,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-064,64,넉시악,서귀포시,제주특별자치도 서귀포시 남원읍 의귀리 531-1,146.2,128854.0,말굽형(서북향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-065,65,넙거리,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,436.6,269857.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3357241,126.6536338,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-066,66,넙거리,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,810.0,488263.0,말굽형(서향),corroborated,unresolved,U,,,6,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-067,67,넙게오름,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 943,246.5,260296.0,말굽형(서북향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-068,68,노꼬메족은오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산138,774.4,601440.0,말굽형(북서향),corroborated,unresolved,U,,,6,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-069,69,노꼬메큰오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산138,833.8,923692.0,말굽형(북서향),corroborated,unresolved,U,,,6,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-070,70,노로오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산139,1070.0,475274.0,복합형,corroborated,resolved_offline_osm_peak,C,33.3662545,126.4393034,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-071,71,노리손이,제주시,제주특별자치도 제주시 연동 산137,616.2,222294.0,말굽형(북향),corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-072,72,녹남봉,서귀포시,제주특별자치도 서귀포시 대정읍 신도리 1304-1,100.4,124498.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2793603,126.1958761,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-073,73,녹하지악,서귀포시,제주특별자치도 서귀포시 중문동 산5,620.5,340236.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3046417,126.4308806,0,U,,,screen_complete_existing_v6,high_stable,cloud_haze_shadow,no,U,abstain
JJ-OREUM-074,74,논고악,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산2-1,843.0,567616.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3596491,126.6104757,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-075,75,논오름,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 12-1,186.0,92566.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.27132,126.3376107,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-076,76,논오름,제주시,제주특별자치도 제주시 삼양일동 558-1,52.5,16244.0,원추형,corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-077,77,높은오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산213-1,405.3,951657.0,원형,corroborated,resolved_offline_osm_peak,C,33.4564687,126.7930234,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-078,78,누운오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1711.2,144548.0,원추형,conflict,unresolved,U,,,7,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-079,79,누운오름,제주시,제주특별자치도 제주시 한림읍 금악리 산10-5,407.0,420021.0,복합형,corroborated,resolved_offline_osm_peak,C,33.3623643,126.3312331,13,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-080,80,눈오름,제주시,제주특별자치도 제주시 애월읍 봉성리 2952-2,131.1,51576.0,말굽형(북향),corroborated,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-081,81,눈오름,제주시,제주특별자치도 제주시 애월읍 장전리 1756,127.5,20780.0,말굽형(동향),corroborated,resolved_offline_osm_peak,C,33.43965,126.3702778,1,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-082,82,눈오름,제주시,제주특별자치도 제주시 해안동 166-5,203.5,105922.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.4594672,126.4747987,8,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-083,83,느지리오름,제주시,제주특별자치도 제주시 한림읍 상명리 산5,225.0,332844.0,복합형,corroborated,resolved_offline_osm_peak,C,33.3665967,126.2615851,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-084,84,늡서리,제주시,제주특별자치도 제주시 조천읍 교래리 산119,488.9,115505.0,말굽형(북동향),corroborated,unresolved,U,,,6,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-085,85,능화오름,제주시,제주특별자치도 제주시 오라동 산107,975.5,194370.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4002094,126.5341306,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-086,86,다랑쉬,제주시,제주특별자치도 제주시 구좌읍 세화리 산6,382.4,800463.0,원형,corroborated,resolved_offline_osm_peak,C,33.4777119,126.8215284,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-087,87,다래오름,서귀포시,제주특별자치도 서귀포시 중문동 산1-1,983.8,128686.0,말굽형(서향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-088,88,다래오름,제주시,제주특별자치도 제주시 애월읍 어음리 산25,696.5,231752.0,말굽형(북동향),corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-089,89,다래오름동북쪽2,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,725.9,97951.0,말굽형(동향),conflict,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-090,90,단산,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 3124-1,158.0,339982.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2428728,126.2883304,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-091,91,달산봉,서귀포시,제주특별자치도 서귀포시 표선면 하천리 1043-1,136.5,152322.0,말굽형(동향),not_in_attachment_scope,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-092,92,당산봉,제주시,제주특별자치도 제주시 한경면 용수리 4705,148.0,534135.0,복합형,corroborated,resolved_offline_osm_peak,C,33.307918,126.1726059,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-093,93,당산봉 알봉,제주시,제주특별자치도 제주시 한경면 용수리 2705,83.0,184267.0,원추형,corroborated,resolved_offline_osm_peak,C,33.3117136,126.1701472,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-094,94,당오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산68-1,473.0,415293.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3340724,126.3357562,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-095,95,당오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산199-1,274.1,141135.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.4666281,126.7786076,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-096,96,당오름,제주시,제주특별자치도 제주시 조천읍 와산리 산7-1,306.4,138170.0,말굽형(남향),corroborated,resolved_offline_osm_peak,C,33.4785734,126.6876166,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-097,97,대록산,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산68,474.5,522097.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3995242,126.7291545,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-098,98,대물동산,제주시,제주특별자치도 제주시 구좌읍 송당리 1919,232.8,31003.0,말굽형(북향),corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-099,99,대병악,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 산2-1,491.9,301657.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3062741,126.3682261,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-100,100,대수산봉,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 2039-1,137.3,260522.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.4400169,126.9012957,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-101,101,대왕산,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 1431,157.6,258195.0,말굽형(북서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4564559,126.8726727,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-102,102,대천이오름,제주시,제주특별자치도 제주시 조천읍 선흘리 산154,447.0,135971.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4513674,126.6850443,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-103,103,더데오름,서귀포시,제주특별자치도 서귀포시 상예동 4489-1,228.4,43434.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-104,104,도너리오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산90,439.6,306369.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.326222,126.3212291,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-105,105,도두봉,제주시,제주특별자치도 제주시 도두동 산1,65.3,80253.0,원추형,corroborated,resolved_offline_osm_peak,C,33.5080318,126.4683629,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-106,106,도청오름,서귀포시,제주특별자치도 서귀포시 표선면 표선리 2450,100.5,152322.0,말굽형(남동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3150392,126.815162,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-107,107,독자봉,서귀포시,제주특별자치도 서귀포시 성산읍 신산리 1785,159.3,201388.0,말굽형(남동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3880033,126.8535524,0,U,,,screen_complete_existing_v6,high_stable,cloud_haze_shadow,no,U,abstain
JJ-OREUM-108,108,돈두미오름,서귀포시,제주특별자치도 서귀포시 대정읍 영락리 1450,41.9,116242.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.249893,126.2102703,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
