PNU,위치명,지목명,면적(㎡),용도지역명,용도지구명,지자체코드,지자체명,개발행위코드,개발행위명,대표개발행위코드,대표개발행위명,신청일자,허가일자,개발행위목적
5011025324112920000,제주특별자치도 제주시 애월읍 구엄리 1292,도로,0,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20260119,20260129,국유도로 포장
5011031023101090002,제주특별자치도 제주시 한경면 고산리 109-2,임야,0,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20260109,20260120,농지개간
5011025321201360007,제주특별자치도 제주시 애월읍 광령리 산136-7 ,목장용지,0,,,50110,제주특별자치도 제주시,10000, 공작물설치,10000, 공작물설치,20260108,20260121,액비저장조 설치
5011025342104880000,제주특별자치도 제주시 애월읍 유수암리 488,잡종지,0,계획관리지역,,50110,제주특별자치도 제주시,10000, 공작물설치,10000, 공작물설치,20260106,20260316,액비저장조 설치
5011025924100700008,제주특별자치도 제주시 조천읍 함덕리 70-8 ,도로,0,,,50110,제주특별자치도 제주시,10001, 공작물설치 토지형질변경,10000, 공작물설치,20251124,20260405,지중송전선로 매설
5011025924102700000,제주특별자치도 제주시 조천읍 함덕리 270,대,555,제2종일반주거지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251113,20260210,공한지 주차장 조성
5011012200124890001,제주특별자치도 제주시 노형동  2489-1 ,전,261,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20260112,20260202,진출입로 아스팔트 포장
5011012500118120001,제주특별자치도 제주시 이호일동  1812-1,전,1253,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251230,20260209,노외주차장 조성
5011025342119170000,제주특별자치도 제주시 애월읍 유수암리 1917,임야,2060,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251218,20260305,대지확장(토지경계 시정)
5011031030132580000,제주특별자치도 제주시 한경면 저지리 3258,도로,247359,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251223,20260112,국유도로 포장
5011013400105060000,제주특별자치도 제주시 오등동  506,과수원,5210,,,50110,제주특별자치도 제주시,00010, 물건적치,00010, 물건적치,20251219,20260405,
5011013600102920000,제주특별자치도 제주시 영평동  292 ,과수원,1967,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251219,20260208,화물자동차 차고지 조성
5011012300112880006,제주특별자치도 제주시 외도일동 1288-6,전,810,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251229,20260119,창고시설신축
5011025330106600004,제주특별자치도 제주시 애월읍 하가리 660-4,과수원,9103,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251226,20260204,주차장 조성
5011012200118350000,제주특별자치도 제주시 노형동  1835 ,전,3233,,,50110,제주특별자치도 제주시,00010, 물건적치,00010, 물건적치,20251218,20260202,
5011025628136370000,제주특별자치도 제주시 구좌읍 세화리 3637,도로,615910,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251209,20251228,구좌읍 세화리 3550-7번지 진입로 개설
5011031026123600001,제주특별자치도 제주시 한경면 조수리 2360-1,전,2069,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251209,20260107,주기장 조성
5011012400120720005,제주특별자치도 제주시 외도이동  2072-5,도로,16,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251204,20260119,외도이동 2072-1 앞 국유재산(도로) 포장
5011014000102760001,제주특별자치도 제주시 내도동  276-1 ,전,661,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251204,20251224,(당초)노외주차장 조성 (변경)부설주차장 조성
5011025325200030003,제주특별자치도 제주시 애월읍 수산리 산 3-3,과수원,430,보전관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251204,20260119,대지확장
5011012700119040006,제주특별자치도 제주시 도두일동  1904-6 ,전,145,제1종일반주거지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251204,20260109,대지확장
5011013400111080000,제주특별자치도 제주시 오등동  1108,전,2408,,,50110,제주특별자치도 제주시,00010, 물건적치,00010, 물건적치,20251201,20251219,임시야적장 조성
5011012100123070000,제주특별자치도 제주시 오라삼동  2307 ,대,513,자연녹지지역,,50110,제주특별자치도 제주시,10000, 공작물설치,10000, 공작물설치,20251125,20251201,
5011012500103070009,제주특별자치도 제주시 이호일동  307-9 ,전,99,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251127,20260121,부설주차장 조성  대지확장
5011012800116810001,제주특별자치도 제주시 도두이동  1681-1,전,710,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20251124,20260106,부설주차장 조성
5011033021126560000,제주특별자치도 제주시 우도면 연평리 2656,도로,497,가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역  가축사육제한구역 ,자연취락지구  자연취락지구  자연취락지구 ,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20220622,20220708,대지 진입로
5011025341129420001,제주특별자치도 제주시 애월읍 하귀2리 2942-1,임시,888,임시,임시,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20210909,20211108,일반음식점 영업에 필요한 주차장 설치
5011025625201670002,제주특별자치도 제주시 구좌읍 송당리 산 167-2,임야,1246,계획관리지역,경관보전지구3등급  경관보전지구3등급  경관보전지구3등급  경관보전지구3등급 ,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20200708,20200730,주차장조성
5011025621110350000,제주특별자치도 제주시 구좌읍 동복리 1035,전,1598,정보없음,정보없음,50110,제주특별자치도 제주시,10001, 공작물설치 토지형질변경,10000, 공작물설치,20200330,20200519,태양광발전소 신축공사
5011012200131220002,제주특별자치도 제주시 노형동  3122-2,임야,962,,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20200312,20200323,
5011012700125430006,제주특별자치도 제주시 도두일동 2543-3,대,267,가축사육제한구역  가축사육제한구역  가축사육제한구역 ,고도지구,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20191126,20200323,근린생활시설 신축
5013010600100010001,제주특별자치도 서귀포시 서홍동 1-1,정보없음,12,정보없음,정보없음,50130,제주특별자치도 서귀포시,01000, 토석채취,01000, 토석채취,20181204,20181210,12
5011025630146380005,제주시 구좌읍 한동리 4638-5,,865,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150310,20150310,-
5011010900109170012,제주시 용담이동  917-12,,371,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150304,20150306,-
5011025626101550002,제주시 구좌읍 월정리 155-2,,3047,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150205,20150227,-
5011012000114210002,제주시 오라이동  1421-2,,3992,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150204,20150227,-
5011012100125470008,제주시 오라삼동  2547-8,,75,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150216,20150224,-
5011025025100520007,제주시 한림읍 금악리 52-7,,7540,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150123,20150217,-
5011013900100230024,제주시 해안동  23-24,,73,생산녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150122,20150213,-
5011010900106310010,제주시 용담이동  631-10,,665,제2종일반주거지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150119,20150209,-
5011025027103560001,제주시 한림읍 명월리 356-1,,2821,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150108,20150205,-
5011025630124210002,제주시 구좌읍 한동리 2421-2,,1486,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150115,20150126,-
5011025630124210001,제주시 구좌읍 한동리 2421-1,,1505,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150115,20150126,-
5011031026128010001,제주시 한경면 조수리 2801-1,,416.12,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150107,20150126,-
5011031026128010001,제주시 한경면 조수리 2801-1,,711.68,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150107,20150126,-
5011014000102130001,제주시 내도동  213-1,,586,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20141116,20150119,-
5011012600111120001,제주시 이호이동  1112-1,,1377,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20141226,20150109,-
5011025625119010002,제주시 구좌읍 송당리 1901-2,,8058,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20141219,20150107,-
5011025924133040002,제주시 조천읍 함덕리 3304-2,,0,보전녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20141222,20150105,-
5011025025130420003,제주시 한림읍 금악리 3042-3,,2861,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150303,20150312,-
5011013900119430001,제주시 해안동  1943-1,,839,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150804,20150831,-
5011025924110390003,제주시 조천읍 함덕리 1039-3,,25,일반상업지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150713,20150821,-
5011025626115520002,제주시 구좌읍 월정리 1552-2,,2482.3,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150810,20141013,-
5011013900100360044,제주시 해안동  36-44,,1654,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150717,20150812,-
5011012700121960008,제주시 도두일동  2196-8,,5356,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150730,20150812,-
5011014000100150001,제주시 내도동  15-1,,18,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150730,20150804,-
5011025326128190003,제주시 애월읍 신엄리 2819-3,,640,보전녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150720,20150731,-
5011012200134440001,제주시 노형동  3444-1,,650,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150713,20150730,-
5011025323106520005,제주시 애월읍 상귀리 652-5,,4592,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150625,20150729,-
5011013900121750001,제주시 해안동  2175-1,,4917,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150617,20150723,-
5011025321106050007,제주시 애월읍 광령리 605-7,,6893,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150707,20150723,-
5011011000111810001,제주시 용담삼동  1181-1,,3142,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150518,20150721,-
5011010900127890001,제주시 용담이동  2789-1,,980,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150707,20150720,-
5011025926113670015,제주시 조천읍 대흘리 1367-15,,709,생산녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150703,20150716,-
5011012100124090001,제주시 오라삼동  2409-1,,23,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150618,20150716,-
5011013400117060001,제주시 오등동  1706-1,,1396,생산녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150615,20150715,-
5011012900103510002,제주시 도남동  351-2,,9960,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150603,20150702,-
5011025321106050002,제주시 애월읍 광령리 605-2,,6844,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150602,20150625,-
5011011300105680001,제주시 삼양일동  568-1,,2086,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150529,20150624,-
5011012200130860007,제주시 노형동  3086-7,,900,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150611,20150622,-
5011012000100650008,제주시 오라이동  65-8,,26,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150529,20150617,-
5011010900108810024,제주시 용담이동  881-24,,997,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150521,20150616,-
5011011200107420002,제주시 화북이동  742-2,,2112,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150515,20150611,-
5011012200123100001,제주시 노형동  2310-1,,2204,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150514,20150611,-
5011025335124880004,제주시 애월읍 납읍리 2488-4,,654,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150403,20150609,-
5011025634100700012,제주시 구좌읍 김녕리 70-12,,200,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150527,20150609,-
5011031026121720001,제주시 한경면 조수리 2172-1,,975,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150515,20150604,-
5011025323100630001,제주시 애월읍 상귀리 63-1,,1050,보전관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150504,20150602,-
5011012700115570002,제주시 도두일동  1557-2,,3626,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150519,20150601,-
5011010900105930001,제주시 용담이동  593-1,,546,제2종일반주거지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150121,20150508,-
5011031023100120002,제주시 한경면 고산리 12-2,,1599,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011031023100120003,제주시 한경면 고산리 12-3,,1712,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011031023100120005,제주시 한경면 고산리 12-5,,1583,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011031023100120006,제주시 한경면 고산리 12-6,,1531,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011031023100120007,제주시 한경면 고산리 12-7,,1507,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011031023100120008,제주시 한경면 고산리 12-8,,1524,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150402,20150501,-
5011025624103080004,제주시 구좌읍 덕천리 308-4,,499,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150410,20150430,-
5011025633100040006,제주시 구좌읍 평대리 4-6,,690,보전녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150409,20150430,-
5011012700121590001,제주시 도두일동  2159-1,,4412,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150406,20150429,-
5011025630116960001,제주시 구좌읍 한동리 1696-1,,102.77,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150311,20150429,-
5011031024103520001,제주시 한경면 판포리 352-1,,776,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150401,20150428,-
5011031024103520001,제주시 한경면 판포리 352-1,,1869,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150401,20150428,-
5011011100140470002,제주시 화북일동  4047-2,,131,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150406,20150416,-
5011025321109260003,제주시 애월읍 광령리 926-3,,2366,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150320,20150413,-
5011011200123210001,제주시 화북이동  2321-1,,474.44,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150403,20150410,-
5011025321107940001,제주시 애월읍 광령리 794-1,,80,보전관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150320,20150408,-
5011025033102110008,제주시 한림읍 금능리 211-8,,2530,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150324,20150408,-
5011025627125890024,제주시 구좌읍 행원리 2589-24,,1708,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150305,20150408,-
5011025627125890023,제주시 구좌읍 행원리 2589-23,,1676,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150305,20150408,-
5011025627125890019,제주시 구좌읍 행원리 2589-19,,1913,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150305,20150408,-
5011025627125890021,제주시 구좌읍 행원리 2589-21,,1694,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150304,20150407,-
5011025033104070027,제주시 한림읍 금능리 407-27,,613,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150318,20150330,-
5011025025131490003,제주시 한림읍 금악리 3149-3,,2352,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150302,20150324,-
5011025025130420001,제주시 한림읍 금악리 3042-1,,1720,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20150303,20150312,-
5011025628107990001,제주시 구좌읍 세화리 799-1,,25,자연녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20160324,20160419,대지확장
5011013300102930012,제주시 회천동  293-12,,4917,생산관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20160316,20160405,화물차고지
5011025326101370001,제주시 애월읍 신엄리 137-1,,505,계획관리지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20160317,20160330,체육용지확장
5011025326110790001,제주시 애월읍 신엄리 1079-1,,294,제1종일반주거지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20160317,20160328,대지확장
5011013200103090005,제주시 용강동  309-5,,4000,생산녹지지역,,50110,제주특별자치도 제주시,00001, 토지형질변경,00001, 토지형질변경,20160310,20160323,임시 적치장
